date,region,product,revenue,cost,units,source_file
2015-08-05,California,Xerox 1913,110.96,57.69919999999999,2,2015-08_dump.xlsx
2015-08-05,California,"Global Value Steno Chair, Gray",340.144,318.885,7,2015-08_dump.xlsx
2015-08-26,California,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,153.816,8,2015-08_dump.xlsx
2015-08-03,Colorado,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,380.625,2,2015-08_dump.xlsx
2015-08-03,Colorado,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,2.3075,1,2015-08_dump.xlsx
2015-08-09,Florida,AT&T 1070 Corded Phone,178.384,156.086,2,2015-08_dump.xlsx
2015-08-09,Florida,Xerox 21,15.552,10.1088,3,2015-08_dump.xlsx
2015-08-08,California,Fellowes Superior 10 Outlet Split Surge Protector,76.12,54.04520000000001,2,2015-08_dump.xlsx
2015-08-08,California,Sharp AL-1530CS Digital Copier,1199.976,764.9847000000001,3,2015-08_dump.xlsx
2015-08-08,California,AT&T 1070 Corded Phone,445.96,390.215,5,2015-08_dump.xlsx
2015-08-08,California,Dana Halogen Swing-Arm Architect Lamp,327.76,235.9872,8,2015-08_dump.xlsx
2015-08-03,New York,Xerox 1884,39.96,21.1788,2,2015-08_dump.xlsx
2015-08-03,New York,Acme Box Cutter Scissors,102.3,75.702,10,2015-08_dump.xlsx
2015-08-03,New York,Staple magnet,21.36,15.5928,2,2015-08_dump.xlsx
2015-08-11,Washington,"Eldon Image Series Desk Accessories, Ebony",12.35,6.915999999999999,1,2015-08_dump.xlsx
2015-08-11,Washington,Sanford 52201 APSCO Electric Pencil Sharpener,40.97,30.3178,1,2015-08_dump.xlsx
2015-08-11,Washington,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",22.96,12.1688,2,2015-08_dump.xlsx
2015-08-04,Utah,Hoover WindTunnel Plus Canister Vacuum,1089.75,784.62,3,2015-08_dump.xlsx
2015-08-04,Utah,Xerox 1934,447.84,228.3984,8,2015-08_dump.xlsx
2015-08-04,Utah,Newell 329,16.4,12.136,5,2015-08_dump.xlsx
2015-08-04,Utah,Panasonic KX T7731-B Digital phone,399.96,364.9635,5,2015-08_dump.xlsx
2015-08-04,Utah,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,150.955,5,2015-08_dump.xlsx
2015-08-04,Utah,Ibico Standard Transparent Covers,13.184,8.404799999999998,1,2015-08_dump.xlsx
2015-08-08,Arizona,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",121.376,124.4104,4,2015-08_dump.xlsx
2015-08-08,Arizona,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,106.7733,3,2015-08_dump.xlsx
2015-08-29,California,Xerox 1940,109.92,56.0592,2,2015-08_dump.xlsx
2015-08-29,California,Xerox 1986,13.36,6.9472,2,2015-08_dump.xlsx
2015-08-16,Pennsylvania,Chromcraft Rectangular Conference Tables,853.092,1080.5832,6,2015-08_dump.xlsx
2015-08-09,California,Avery 494,20.88,11.2752,8,2015-08_dump.xlsx
2015-08-01,North Carolina,Self-Adhesive Address Labels for Typewriters by Universal,17.544,11.6229,3,2015-08_dump.xlsx
2015-08-01,North Carolina,9-3/4 Diameter Round Wall Clock,44.128,31.9928,4,2015-08_dump.xlsx
2015-08-01,North Carolina,Honeywell Quietcare HEPA Air Cleaner,62.92,52.6955,1,2015-08_dump.xlsx
2015-08-01,North Carolina,Xerox 1916,78.304,48.94,2,2015-08_dump.xlsx
2015-08-29,Florida,Jiffy Padded Mailers with Self-Seal Closure,29.808,19.0026,2,2015-08_dump.xlsx
2015-08-29,Florida,GBC DocuBind 200 Manual Binding Machine,505.176,841.96,4,2015-08_dump.xlsx
2015-08-29,Florida,Balt Solid Wood Rectangular Table,174.0585,284.823,3,2015-08_dump.xlsx
2015-08-17,Texas,Xerox 203,15.552,10.1088,3,2015-08_dump.xlsx
2015-08-01,California,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752,12.8388,3,2015-08_dump.xlsx
2015-08-23,New York,Xerox 1994,25.92,13.4784,4,2015-08_dump.xlsx
2015-08-23,New York,Personal Creations Ink Jet Cards and Labels,45.92,23.4192,4,2015-08_dump.xlsx
2015-08-19,Ohio,Turquoise Lead Holder with Pocket Clip,10.72,8.978000000000002,2,2015-08_dump.xlsx
2015-08-19,Ohio,GBC DocuBind P50 Personal Binding Machine,76.776,135.6376,4,2015-08_dump.xlsx
2015-08-19,Ohio,Acme Kleencut Forged Steel Scissors,9.184,8.036,2,2015-08_dump.xlsx
2015-08-01,Pennsylvania,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.68,3.763,2,2015-08_dump.xlsx
2015-08-17,Arkansas,Xerox 1929,114.2,61.66800000000001,5,2015-08_dump.xlsx
2015-08-17,Arkansas,Avery Non-Stick Binders,17.96,9.698400000000001,4,2015-08_dump.xlsx
2015-08-17,Arkansas,Colored Push Pins,12.67,8.108799999999999,7,2015-08_dump.xlsx
2015-08-17,Arkansas,Logitech Gaming G510s - Keyboard,339.96,217.5744,4,2015-08_dump.xlsx
2015-08-08,California,Advantus Rolling Drawer Organizers,423.28,313.2272,11,2015-08_dump.xlsx
2015-08-24,Montana,"SlimView Poly Binder, 3/8""",8.288,5.5944,2,2015-08_dump.xlsx
2015-08-24,New York,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,6.9056,2,2015-08_dump.xlsx
2015-08-24,New York,"Wilson Jones 1"" Hanging DublLock Ring Binders",12.672,8.2368,3,2015-08_dump.xlsx
2015-08-03,Arizona,White Computer Printout Paper by Universal,93.024,59.3028,3,2015-08_dump.xlsx
2015-08-11,New York,Tennsco Single-Tier Lockers,375.34,356.573,1,2015-08_dump.xlsx
2015-08-15,Texas,GBC Durable Plastic Covers,30.96,83.592,8,2015-08_dump.xlsx
2015-08-09,Washington,Cisco Unified IP Phone 7945G VoIP phone,1091.168,1022.97,4,2015-08_dump.xlsx
2015-08-09,Washington,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,219.168,263.0016,2,2015-08_dump.xlsx
2015-08-31,New Mexico,KeyTronic KT400U2 - Keyboard - Black,92.52,74.01599999999999,9,2015-08_dump.xlsx
2015-08-27,Virginia,GE 30522EE2,579.95,411.7645000000001,5,2015-08_dump.xlsx
2015-08-27,Virginia,"Master Caster Door Stop, Large Neon Orange",29.12,16.5984,4,2015-08_dump.xlsx
2015-08-27,Virginia,Bretford CR8500 Series Meeting Room Furniture,1202.94,902.205,3,2015-08_dump.xlsx
2015-08-09,Washington,Ibico Ibimaster 300 Manual Binding System,2060.744,1416.7615,7,2015-08_dump.xlsx
2015-08-06,South Carolina,"Maxell 74 Minute CD-R Spindle, 50/Pack",62.91,40.2624,3,2015-08_dump.xlsx
2015-08-19,Arkansas,"Hon Metal Bookcases, Gray",638.82,466.3386,9,2015-08_dump.xlsx
2015-08-22,Ohio,Faber Castell Col-Erase Pencils,3.912,2.8851,1,2015-08_dump.xlsx
2015-08-08,Michigan,Sharp 1540cs Digital Laser Copier,549.99,274.995,1,2015-08_dump.xlsx
2015-08-08,Michigan,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",167.535,130.305,3,2015-08_dump.xlsx
2015-08-08,Michigan,Globe Weis Peel & Seel First Class Envelopes,38.34,21.087,3,2015-08_dump.xlsx
2015-08-08,Michigan,Nu-Dell Float Frame 11 x 14 1/2,53.88,31.2504,6,2015-08_dump.xlsx
2015-08-08,Michigan,Motorola Droid Maxx,299.98,215.9856,2,2015-08_dump.xlsx
2015-08-26,Delaware,Acrylic Self-Standing Desk Frames,10.68,6.6216,4,2015-08_dump.xlsx
2015-08-26,Delaware,Xerox 1978,17.34,8.843399999999999,3,2015-08_dump.xlsx
2015-08-26,Delaware,Avoid Verbal Orders Carbonless Minifold Book,3.38,1.8252,1,2015-08_dump.xlsx
2015-08-05,California,Logitech Desktop MK120 Mouse and keyboard Combo,16.36,14.724,1,2015-08_dump.xlsx
2015-08-05,California,Akro Stacking Bins,15.78,15.1488,2,2015-08_dump.xlsx
2015-08-05,California,Boston KS Multi-Size Manual Pencil Sharpener,45.98,33.1056,2,2015-08_dump.xlsx
2015-08-20,Illinois,"Global Leather and Oak Executive Chair, Black",421.372,427.3916,2,2015-08_dump.xlsx
2015-08-05,Connecticut,Fellowes Advanced Computer Series Surge Protectors,79.47,57.2184,3,2015-08_dump.xlsx
2015-08-05,Connecticut,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",4.56,2.553599999999999,2,2015-08_dump.xlsx
2015-08-05,Connecticut,Hon GuestStacker Chair,1133.35,838.6789999999999,5,2015-08_dump.xlsx
2015-08-24,Kentucky,Acme Titanium Bonded Scissors,25.5,18.87,3,2015-08_dump.xlsx
2015-08-25,California,"Eldon 200 Class Desk Accessories, Smoke",6.28,3.6424,1,2015-08_dump.xlsx
2015-08-25,California,SanDisk Cruzer 32 GB USB Flash Drive,95.1,64.66799999999999,5,2015-08_dump.xlsx
2015-08-25,California,Xerox 23,25.92,13.4784,4,2015-08_dump.xlsx
2015-08-25,California,Portable Personal File Box,48.84,35.65320000000001,4,2015-08_dump.xlsx
2015-08-27,Virginia,Xerox 1898,13.36,6.9472,2,2015-08_dump.xlsx
2015-08-02,Missouri,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,26.7,14.151,5,2015-08_dump.xlsx
2015-08-02,Missouri,Memorex Micro Travel Drive 4 GB,21.2,12.084,2,2015-08_dump.xlsx
2015-08-02,Missouri,Smead Adjustable Mobile File Trolley with Lockable Top,838.38,612.0174,2,2015-08_dump.xlsx
2015-08-05,New York,"Plantronics CS 50-USB - headset - Convertible, Monaural",135.99,99.27270000000001,1,2015-08_dump.xlsx
2015-08-05,New York,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",15.96,8.9376,7,2015-08_dump.xlsx
2015-08-25,Washington,Polycom VVX 310 VoIP phone,1007.944,932.3481999999999,7,2015-08_dump.xlsx
2015-08-23,California,GBC Linen Binding Covers,49.568,32.2192,2,2015-08_dump.xlsx
2015-08-12,New Jersey,"Performers Binder/Pad Holder, Black",196.21,98.105,7,2015-08_dump.xlsx
2015-08-15,Connecticut,Premium Transparent Presentation Covers by GBC,62.94,32.72879999999999,3,2015-08_dump.xlsx
2015-08-19,California,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",289.24,263.2084,7,2015-08_dump.xlsx
2015-08-19,California,Satellite Sectional Post Binders,69.456,46.8828,2,2015-08_dump.xlsx
2015-08-23,Colorado,Xerox 1976,15.552,10.1088,3,2015-08_dump.xlsx
2015-08-23,Colorado,Acme Titanium Bonded Scissors,6.8,6.29,1,2015-08_dump.xlsx
2015-08-23,Colorado,Regeneration Desk Collection,4.224,2.9568,3,2015-08_dump.xlsx
2015-08-23,Colorado,Cisco SPA525G2 IP Phone - Wireless,143.64,132.867,9,2015-08_dump.xlsx
2015-08-23,Colorado,Xerox 1931,31.104,20.2176,6,2015-08_dump.xlsx
2015-08-23,Colorado,Xerox 1988,223.056,153.351,9,2015-08_dump.xlsx
2015-08-09,California,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),5.98,3.289000000000001,1,2015-08_dump.xlsx
2015-08-09,Arizona,"Super Bands, 12/Pack",4.464,5.4126,3,2015-08_dump.xlsx
2015-08-09,Arizona,Avery Hole Reinforcements,9.345,15.8865,5,2015-08_dump.xlsx
2015-08-26,Delaware,Newell 340,8.64,6.134400000000001,3,2015-08_dump.xlsx
2015-08-26,Delaware,Plantronics Audio 478 Stereo USB Headset,149.97,97.4805,3,2015-08_dump.xlsx
2015-08-12,California,BlackBerry Q10,806.336,755.94,8,2015-08_dump.xlsx
2015-08-12,California,"Seth Thomas 14"" Day/Date Wall Clock",85.44,53.8272,3,2015-08_dump.xlsx
2015-08-19,Georgia,Space Solutions HD Industrial Steel Shelving.,344.91,334.5627,3,2015-08_dump.xlsx
2015-08-12,Florida,Xerox 229,31.104,20.2176,6,2015-08_dump.xlsx
2015-08-12,Florida,Bulldog Vacuum Base Pencil Sharpener,47.96,43.7635,5,2015-08_dump.xlsx
2015-08-12,Florida,Maxell 4.7GB DVD-R,158.928,117.2094,7,2015-08_dump.xlsx
2015-08-12,Florida,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,211.248,195.4044,6,2015-08_dump.xlsx
2015-08-12,Florida,Acco Side-Punched Conventional Columnar Pads,5.552,6.593,2,2015-08_dump.xlsx
2015-08-12,Florida,Avery 501,2.952,1.9557,1,2015-08_dump.xlsx
2015-08-25,Texas,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",25.68,65.48400000000001,3,2015-08_dump.xlsx
2015-08-25,Texas,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",12.384,32.1984,3,2015-08_dump.xlsx
2015-08-30,Connecticut,Wilson Jones Standard D-Ring Binders,25.3,13.409,5,2015-08_dump.xlsx
2015-08-30,Connecticut,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,86.346,3,2015-08_dump.xlsx
2015-08-06,New York,Logitech G700s Rechargeable Gaming Mouse,199.98,115.9884,2,2015-08_dump.xlsx
2015-08-23,Michigan,Xerox 1993,19.44,9.9144,3,2015-08_dump.xlsx
2015-08-25,Ohio,Wilson Jones Custom Binder Spines & Labels,6.528,11.0976,4,2015-08_dump.xlsx
2015-08-25,Ohio,Insertable Tab Indexes For Data Binders,2.862,5.1516,3,2015-08_dump.xlsx
2015-08-25,Ohio,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",20.856,37.5408,8,2015-08_dump.xlsx
2015-08-05,Texas,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",489.23,447.296,2,2015-08_dump.xlsx
2015-08-22,Florida,Acme Serrated Blade Letter Opener,7.632,9.4446,3,2015-08_dump.xlsx
2015-08-08,Florida,O'Sullivan 2-Shelf Heavy-Duty Bookcases,155.456,163.2288,4,2015-08_dump.xlsx
2015-08-15,Florida,Xerox 1955,91.36,61.668,5,2015-08_dump.xlsx
2015-08-15,Florida,Fellowes Superior 10 Outlet Split Surge Protector,152.24,135.113,5,2015-08_dump.xlsx
2015-08-04,Maine,Eureka The Boss Cordless Rechargeable Stick Vac,101.96,74.43079999999999,2,2015-08_dump.xlsx
2015-08-04,Maine,Southworth 25% Cotton Premium Laser Paper and Envelopes,259.74,135.0648,13,2015-08_dump.xlsx
2015-08-04,Maine,Maxell 4.7GB DVD-R,255.42,150.6978,9,2015-08_dump.xlsx
2015-08-22,Missouri,Xerox 1899,11.56,5.895600000000001,2,2015-08_dump.xlsx
2015-08-20,Virginia,"Safco Chair Connectors, 6/Carton",500.24,355.1704,13,2015-08_dump.xlsx
2015-08-20,Virginia,Riverleaf Stik-Withit Designer Note Cubes,20.12,10.8648,2,2015-08_dump.xlsx
2015-08-20,Virginia,GBC DocuBind TL300 Electric Binding System,896.99,475.4047,1,2015-08_dump.xlsx
2015-08-15,California,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,152.91,110.0952,3,2015-08_dump.xlsx
2015-08-15,California,Xerox 1925,92.94,51.117,3,2015-08_dump.xlsx
2015-08-15,California,Avery Heavy-Duty EZD  Binder With Locking Rings,17.856,11.6064,4,2015-08_dump.xlsx
2015-08-15,California,GBC Durable Plastic Covers,46.44,31.347,3,2015-08_dump.xlsx
2015-08-15,California,Novimex Fabric Task Chair,195.136,207.332,4,2015-08_dump.xlsx
2015-08-12,Georgia,Acco Translucent Poly Ring Binders,14.04,7.300799999999999,3,2015-08_dump.xlsx
2015-08-12,Georgia,"Maxell 74 Minute CD-R Spindle, 50/Pack",272.61,174.4704,13,2015-08_dump.xlsx
2015-09-20,Illinois,Bevis 44 x 96 Conference Tables,617.7,1025.382,6,2015-09_dump.csv
2015-09-08,Texas,BIC Brite Liner Highlighters,9.936,7.2036,3,2015-09_dump.csv
2015-09-08,Texas,Lexmark MX611dhe Monochrome Laser Printer,8159.952,9519.944,8,2015-09_dump.csv
2015-09-08,Texas,Space Solutions HD Industrial Steel Shelving.,275.928,334.5627,3,2015-09_dump.csv
2015-09-08,Texas,SAFCO Arco Folding Chair,1740.06,1764.918,9,2015-09_dump.csv
2015-09-08,Texas,Sanford Liquid Accent Highlighters,32.064,25.2504,6,2015-09_dump.csv
2015-09-08,Texas,Kensington 7 Outlet MasterPiece Power Center,177.98,631.829,5,2015-09_dump.csv
2015-09-08,Texas,JBL Micro Wireless Portable Bluetooth Speaker,143.976,134.9775,3,2015-09_dump.csv
2015-09-14,Illinois,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,183.568,2,2015-09_dump.csv
2015-09-14,Illinois,Avery 51,20.16,13.608,4,2015-09_dump.csv
2015-09-13,North Carolina,GBC Instant Index System for Binding Systems,18.648,31.08,7,2015-09_dump.csv
2015-09-19,Texas,Lexmark MX611dhe Monochrome Laser Printer,3059.982,3569.979,3,2015-09_dump.csv
2015-09-19,Texas,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958,2771.9538,7,2015-09_dump.csv
2015-09-27,New Jersey,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,49.8978,3,2015-09_dump.csv
2015-09-19,California,OIC Binder Clips,7.16,3.58,2,2015-09_dump.csv
2015-09-24,California,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,203.4816,4,2015-09_dump.csv
2015-09-21,Washington,Nortel Meridian M3904 Professional Digital phone,246.384,218.6658,2,2015-09_dump.csv
2015-09-21,Washington,Canon PC1080F Personal Copier,1799.97,1097.9817,3,2015-09_dump.csv
2015-09-12,New York,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,39.8943,1,2015-09_dump.csv
2015-09-14,New York,Fellowes Officeware Wire Shelving,449.15,440.167,5,2015-09_dump.csv
2015-09-14,New York,Colored Envelopes,11.07,5.9778,3,2015-09_dump.csv
2015-09-14,Florida,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13.0,11.7,5,2015-09_dump.csv
2015-09-14,Florida,Advantus Panel Wall Acrylic Frame,13.128,9.3537,3,2015-09_dump.csv
2015-09-12,North Carolina,Xerox 220,10.368,6.7392,2,2015-09_dump.csv
2015-09-12,North Carolina,Fellowes 8 Outlet Superior Workstation Surge Protector,166.84,148.0705,5,2015-09_dump.csv
2015-09-12,North Carolina,SanDisk Cruzer 32 GB USB Flash Drive,15.216,12.933599999999998,1,2015-09_dump.csv
2015-09-08,California,Logitech Wireless Touch Keyboard K400,49.98,41.4834,2,2015-09_dump.csv
2015-09-20,California,Avery 499,9.96,5.378400000000001,2,2015-09_dump.csv
2015-09-20,California,"Wirebound Message Book, 4 per Page",21.72,11.0772,4,2015-09_dump.csv
2015-09-08,Texas,GBC ProClick Punch Binding System,51.184,130.5192,4,2015-09_dump.csv
2015-09-17,Pennsylvania,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",5.892,10.0164,4,2015-09_dump.csv
2015-09-09,Michigan,Alphabetical Labels for Top Tab Filing,103.6,51.8,7,2015-09_dump.csv
2015-09-13,Pennsylvania,Xerox 1985,15.552,10.1088,3,2015-09_dump.csv
2015-09-13,Pennsylvania,Hypercom P1300 Pinpad,252.0,198.45,5,2015-09_dump.csv
2015-09-22,Florida,Avery File Folder Labels,4.608,2.9376,2,2015-09_dump.csv
2015-09-29,California,Luxo Professional Combination Clamp-On Lamps,204.6,151.404,2,2015-09_dump.csv
2015-09-29,California,Stockwell Push Pins,8.72,5.8424000000000005,4,2015-09_dump.csv
2015-09-29,California,Xerox 223,6.48,3.3696000000000006,1,2015-09_dump.csv
2015-09-29,California,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32,463.2660000000001,2,2015-09_dump.csv
2015-09-29,California,"Fellowes Mobile File Cart, Black",62.18,45.3914,1,2015-09_dump.csv
2015-09-01,California,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,38.2974,3,2015-09_dump.csv
2015-09-08,Georgia,Memorex Froggy Flash Drive 4 GB,32.97,20.1117,3,2015-09_dump.csv
2015-09-08,Georgia,"Maxell 74 Minute CD-R Spindle, 50/Pack",83.88,53.6832,4,2015-09_dump.csv
2015-09-28,Massachusetts,"Decoflex Hanging Personal Folder File, Blue",46.26,33.7698,3,2015-09_dump.csv
2015-09-26,California,"Leather Task Chair, Black",145.568,145.568,2,2015-09_dump.csv
2015-09-07,Pennsylvania,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784,79.3604,1,2015-09_dump.csv
2015-09-07,Pennsylvania,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,32.382,28.0644,3,2015-09_dump.csv
2015-09-07,Pennsylvania,DAX Natural Wood-Tone Poster Frame,42.368,33.894400000000005,2,2015-09_dump.csv
2015-09-07,Pennsylvania,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54,958.896,4,2015-09_dump.csv
2015-09-28,North Carolina,White GlueTop Scratch Pads,96.256,64.9728,8,2015-09_dump.csv
2015-09-28,North Carolina,Xerox 195,10.688,6.9472000000000005,2,2015-09_dump.csv
2015-09-30,New York,Tops Green Bar Computer Printout Paper,48.94,24.47,1,2015-09_dump.csv
2015-09-30,Florida,Xerox 217,15.552,10.1088,3,2015-09_dump.csv
2015-09-26,Texas,Acco 3-Hole Punch,0.876,2.2776,1,2015-09_dump.csv
2015-09-20,Florida,Nontoxic Chalk,2.816,1.8304,2,2015-09_dump.csv
2015-09-30,Tennessee,Holmes Odor Grabber,69.216,57.9684,6,2015-09_dump.csv
2015-09-13,New York,Newell 322,5.46,3.9858,3,2015-09_dump.csv
2015-09-05,Ohio,Economy Rollaway Files,264.32,244.496,2,2015-09_dump.csv
2015-09-26,Pennsylvania,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,143.952,129.5568,3,2015-09_dump.csv
2015-09-07,Oklahoma,"Executive Impressions 13"" Clairmont Wall Clock",57.69,34.037099999999995,3,2015-09_dump.csv
2015-09-07,Oklahoma,"GBC Laser Imprintable Binding System Covers, Desert Sand",42.81,22.689300000000003,3,2015-09_dump.csv
2015-09-07,Oklahoma,Xerox 2000,12.96,6.739200000000001,2,2015-09_dump.csv
2015-09-07,Oklahoma,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,608.1912,6,2015-09_dump.csv
2015-09-07,Oklahoma,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,76.5405,3,2015-09_dump.csv
2015-09-09,Massachusetts,Xerox 1913,166.44,86.5488,3,2015-09_dump.csv
2015-09-09,Massachusetts,Global Italian Leather Office Chair,785.88,573.6924,6,2015-09_dump.csv
2015-09-09,Massachusetts,Advantus Motivational Note Cards,26.2,13.362,2,2015-09_dump.csv
2015-09-09,Massachusetts,Tennsco 6- and 18-Compartment Lockers,1325.85,1087.197,5,2015-09_dump.csv
2015-09-07,New York,AT&T EL51110 DECT,377.97,268.3587,3,2015-09_dump.csv
2015-09-21,Nebraska,Fellowes Basic Home/Office Series Surge Protectors,25.96,18.4316,2,2015-09_dump.csv
2015-09-21,Nebraska,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,25.389000000000003,3,2015-09_dump.csv
2015-09-21,Nebraska,Xerox 224,6.48,3.3696000000000006,1,2015-09_dump.csv
2015-09-25,Texas,Xerox 1954,33.792,23.232,8,2015-09_dump.csv
2015-09-25,Texas,O'Sullivan Living Dimensions 5-Shelf Bookcases,300.5328,397.764,2,2015-09_dump.csv
2015-09-25,Texas,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.724,7.0824,2,2015-09_dump.csv
2015-09-25,Texas,Poly String Tie Envelopes,3.264,2.1624,2,2015-09_dump.csv
2015-09-26,Washington,"Dual Level, Single-Width Filing Carts",310.12,229.4888,2,2015-09_dump.csv
2015-09-02,New York,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.9,10.945,1,2015-09_dump.csv
2015-09-02,New York,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,65.7603,1,2015-09_dump.csv
2015-09-30,Washington,DXL Angle-View Binders with Locking Rings by Samsill,43.176,29.6835,7,2015-09_dump.csv
2015-09-12,Texas,Wilson Jones Impact Binders,5.18,13.209,5,2015-09_dump.csv
2015-09-21,California,Staple envelope,15.56,8.2468,2,2015-09_dump.csv
2015-09-21,California,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,41.5255,5,2015-09_dump.csv
2015-09-21,California,Newell 34,59.52,44.0448,3,2015-09_dump.csv
2015-09-21,California,Xerox 1971,38.52,21.186000000000003,9,2015-09_dump.csv
2015-09-21,California,Polycom CX300 Desktop Phone USB VoIP phone,239.984,215.9856,2,2015-09_dump.csv
2015-09-21,California,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",19.35,9.8685,3,2015-09_dump.csv
2015-09-01,Texas,Prestige Round Ring Binders,3.648,9.6672,3,2015-09_dump.csv
2015-09-01,Texas,Xerox 216,31.104,20.2176,6,2015-09_dump.csv
2015-09-17,North Carolina,Logitech Trackman Marble Mouse,47.984,34.7884,2,2015-09_dump.csv
2015-09-17,North Carolina,Xerox 1924,4.624,2.9478,1,2015-09_dump.csv
2015-09-30,New York,"Master Caster Door Stop, Brown",15.24,10.0584,3,2015-09_dump.csv
2015-09-12,Ohio,"Premier Elliptical Ring Binder, Black",63.924,110.8016,7,2015-09_dump.csv
2015-09-27,California,DMI Arturo Collection Mission-style Design Wood Chair,603.92,558.626,5,2015-09_dump.csv
2015-09-27,California,Xerox 1919,81.98,41.8098,2,2015-09_dump.csv
2015-09-23,California,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",435.999,415.4814,3,2015-09_dump.csv
2015-09-23,California,netTALK DUO VoIP Telephone Service,83.984,52.49,2,2015-09_dump.csv
2015-09-08,California,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",56.65,32.290499999999994,5,2015-09_dump.csv
2015-09-08,California,Pizazz Global Quick File,14.97,10.7784,1,2015-09_dump.csv
2015-09-08,California,Ideal Clamps,4.02,2.0502,2,2015-09_dump.csv
2015-09-09,Pennsylvania,Xerox 210,15.552,10.1088,3,2015-09_dump.csv
2015-09-09,Pennsylvania,Rosewill 107 Normal Keys USB Wired Standard Keyboard,64.704,69.5568,6,2015-09_dump.csv
2015-09-09,Pennsylvania,"Master Caster Door Stop, Large Neon Orange",17.472,12.448800000000002,3,2015-09_dump.csv
2015-09-09,Pennsylvania,Polycom SoundPoint IP 450 VoIP phone,135.516,167.13639999999998,1,2015-09_dump.csv
2015-09-23,New York,Avery Arch Ring Binders,139.44,92.379,3,2015-09_dump.csv
2015-09-14,Georgia,"Seth Thomas 14"" Day/Date Wall Clock",142.4,89.712,5,2015-09_dump.csv
2015-09-14,Georgia,Avery Poly Binder Pockets,7.16,3.7232,2,2015-09_dump.csv
2015-09-13,Arizona,Eldon File Chest Portable File,79.4,73.44500000000001,5,2015-09_dump.csv
2015-09-17,Washington,Eldon Gobal File Keepers,30.28,29.0688,2,2015-09_dump.csv
2015-09-17,Washington,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,57.93,41.7096,3,2015-09_dump.csv
2015-09-17,Washington,"Executive Impressions 12"" Wall Clock",35.34,21.9108,2,2015-09_dump.csv
2015-09-17,Washington,GBC Prestige Therm-A-Bind Covers,137.24,90.9215,5,2015-09_dump.csv
2015-09-29,Pennsylvania,Nontoxic Chalk,4.224,2.7456000000000005,3,2015-09_dump.csv
